split,town,filename,label,pred
train,Town01_max_car,1_frame_1185.png,0.0006948008667677641,-0.004327771253883839
train,Town01_max_car,1_frame_1189.png,0.0006155604496598244,0.0016373660182580352
train,Town01_max_car,1_frame_1193.png,0.0006155604496598244,-0.0030568165238946676
train,Town01_max_car,1_frame_1197.png,-0.0024292422458529472,-0.003955360502004623
train,Town01_max_car,1_frame_1201.png,-0.0010198625968769193,0.0017501601250842214
train,Town01_max_car,1_frame_1205.png,-0.000890448922291398,-0.0009005011525005102
train,Town01_max_car,1_frame_1209.png,-0.0011074531357735395,-0.0029747490771114826
train,Town01_max_car,1_frame_1213.png,-0.0006948008667677641,-0.002262135734781623
train,Town01_max_car,1_frame_1217.png,-0.00043982735951431096,-0.0028061363846063614
train,Town01_max_car,1_frame_1221.png,-0.0005190677475184202,-0.001545653329230845
train,Town01_max_car,1_frame_1225.png,-0.00043982735951431096,-0.0020678925793617964
train,Town01_max_car,1_frame_1229.png,0.0,-0.001200751750729978
train,Town01_max_car,1_frame_1233.png,0.00017573311924934387,-0.0025662295520305634
train,Town01_max_car,1_frame_1237.png,0.0,-0.0017650425434112549
train,Town01_max_car,1_frame_1241.png,0.0002485241857357323,0.000798640598077327
train,Town01_max_car,1_frame_1245.png,0.0,0.0003712754405569285
train,Town01_max_car,1_frame_1249.png,-0.0003670363512355834,-0.0006054881378076971
train,Town01_max_car,1_frame_1253.png,0.0,-0.0005471649928949773
train,Town01_max_car,1_frame_1257.png,0.0,-0.0021612332202494144
train,Town01_max_car,1_frame_1261.png,0.0,-0.0004218090034555644
train,Town01_max_car,1_frame_1265.png,0.0,-0.0017333106370642781
train,Town01_max_car,1_frame_1269.png,0.0,-0.0038834409788250923
train,Town01_max_car,1_frame_1273.png,0.0,0.00037572343717329204
train,Town01_max_car,1_frame_1277.png,0.0,-0.0012592237908393145
train,Town01_max_car,1_frame_1281.png,0.0,-0.0022729539778083563
train,Town01_max_car,1_frame_1285.png,0.0,-0.005082863382995129
train,Town01_max_car,1_frame_1289.png,0.0,-0.0012406049063429236
train,Town01_max_car,1_frame_1293.png,-0.00017573311924934387,-0.00015996582806110382
train,Town01_max_car,1_frame_1297.png,0.0,-0.0013181130634620786
train,Town01_max_car,1_frame_1301.png,0.0,-0.0008609683718532324
train,Town01_max_car,1_frame_1305.png,0.0,-0.0003868806816171855
train,Town01_max_car,1_frame_1309.png,0.0,-0.00031318701803684235
train,Town01_max_car,1_frame_1313.png,0.0,-0.0017923936247825623
train,Town01_max_car,1_frame_1317.png,0.0,-0.0004261601425241679
train,Town01_max_car,1_frame_1321.png,0.0,0.0013345378683879972
train,Town01_max_car,1_frame_1325.png,0.0,-0.0009044201578944921
train,Town01_max_car,1_frame_1329.png,0.0,-0.002073815790936351
train,Town01_max_car,1_frame_1333.png,-0.0006155604496598244,-0.00011565722525119781
train,Town01_max_car,1_frame_1337.png,0.0,-0.00022746063768863678
train,Town01_max_car,1_frame_1341.png,-0.00017573311924934387,-0.002622585278004408
train,Town01_max_car,1_frame_1345.png,0.0,0.0008531713392585516
train,Town01_max_car,1_frame_1349.png,0.0,0.001054545515216887
train,Town01_max_car,1_frame_1353.png,0.0,0.00019539706408977509
train,Town01_max_car,1_frame_1357.png,-0.00017573311924934387,-0.0007342862663790584
train,Town01_max_car,1_frame_1361.png,0.0,-8.467771112918854e-05
train,Town01_max_car,1_frame_1365.png,0.0,-0.0010481640929356217
train,Town01_max_car,1_frame_1369.png,0.0,0.000336548313498497
train,Town01_max_car,1_frame_1373.png,0.0006155604496598244,-0.001503773732110858
train,Town01_max_car,1_frame_1377.png,0.0,-0.0023066378198564053
train,Town01_max_car,1_frame_1381.png,0.0,-0.0030481365974992514
train,Town01_max_car,1_frame_1385.png,0.0,0.0010046340757980943
train,Town01_max_car,1_frame_1389.png,0.0,-1.1349096894264221e-05
train,Town01_max_car,1_frame_1393.png,0.0,-0.0005541983409784734
train,Town01_max_car,1_frame_1397.png,0.0,-0.0012990322429686785
train,Town01_max_car,1_frame_1401.png,0.0,0.0005330498679541051
train,Town01_max_car,1_frame_1405.png,0.0,-0.004517518915235996
train,Town01_max_car,1_frame_1409.png,-0.0006155604496598244,-0.0008536370005458593
train,Town01_max_car,1_frame_1413.png,-0.0006155604496598244,0.00012028776109218597
train,Town01_max_car,1_frame_1417.png,0.0,-0.0017991064814850688
train,Town01_max_car,1_frame_1421.png,0.0,0.0024145329371094704
train,Town01_max_car,1_frame_1425.png,0.0006155604496598244,-0.0050435252487659454
train,Town01_max_car,1_frame_1429.png,0.0,-0.0026306244544684887
train,Town01_max_car,1_frame_1433.png,0.0,-0.004775728099048138
train,Town01_max_car,1_frame_1437.png,0.0,0.0016733970260247588
train,Town01_max_car,1_frame_4349.png,-0.0030206565279513597,-0.0013998234644532204
train,Town01_max_car,1_frame_4353.png,-0.0012659617932513356,-0.00414314167574048
train,Town01_max_car,1_frame_4357.png,-0.0005190677475184202,-0.007688544224947691
train,Town01_max_car,1_frame_4361.png,0.0,-0.0028391496744006872
train,Town01_max_car,1_frame_4365.png,0.0,0.0005586500628851354
train,Town01_max_car,1_frame_4369.png,0.0,-0.00351358437910676
train,Town01_max_car,1_frame_4373.png,0.0,-0.0008798481430858374
train,Town01_max_car,1_frame_4377.png,0.0006155604496598244,-0.00010267086327075958
train,Town01_max_car,1_frame_4381.png,0.00043982735951431096,-0.0028964069206267595
train,Town01_max_car,1_frame_4385.png,0.0,-0.0022462736815214157
train,Town01_max_car,1_frame_4389.png,0.0,0.0028092097491025925
train,Town01_max_car,1_frame_4393.png,0.0,0.001519080949947238
train,Town01_max_car,1_frame_4397.png,0.0,-0.0005562845035456121
train,Town01_max_car,1_frame_4401.png,0.0,-0.001901842188090086
train,Town01_max_car,1_frame_4405.png,0.0,-0.000976824783720076
train,Town01_max_car,1_frame_4409.png,0.0002485241857357323,-0.0013322170125320554
train,Town01_max_car,1_frame_4413.png,0.0,-0.0026187854818999767
train,Town01_max_car,1_frame_4417.png,0.0,0.0010627784067764878
